station_id,station_name,utm_north,utm_east,year,TOC_mgpl,NO3_NO2_ugpl
27056,Harekupvatnet,6789386.521719334,4505.409630579001,2019,0.55,24.0
27057,HOH 761,6796904.520830834,4798.270788938797,1995,0.69,17.0
27057,HOH 761,6796904.520830834,4798.270788938797,2019,0.78,4.0
27058,Traudalsvatnet,6879108.284769705,29981.963131850178,1995,0.45,32.0
27058,Traudalsvatnet,6879108.284769705,29981.963131850178,2004,1.4,38.0
27058,Traudalsvatnet,6879108.284769705,29981.963131850178,2019,0.88,13.0
27060,Okstjønn,7073967.846445676,289349.46608159854,1995,5.4,4.0
27060,Okstjønn,7073967.846445676,289349.46608159854,2019,7.1,35.0
27061,HOH 619,7118974.86393031,412649.87993345194,1995,1.7,4.0
27061,HOH 619,7118974.86393031,412649.87993345194,2019,2.8,8.0
27062,HOH 1069,7214230.091293168,456743.6238160586,1995,0.22,17.0
27062,HOH 1069,7214230.091293168,456743.6238160586,2019,0.37,5.0
27063,HOH 674,7216560.579374996,401200.03701867,1995,0.36,33.0
27063,HOH 674,7216560.579374996,401200.03701867,2019,0.55,11.0
27064,Sivtjønna,7229312.000436477,417584.9999378401,1995,3.5,4.0
27064,Sivtjønna,7229312.000436477,417584.9999378401,2019,5.0,2.0
27065,HOH 695,7380711.251983151,447450.0714136508,1995,0.2,65.0
27065,HOH 695,7380711.251983151,447450.0714136508,2019,0.12,26.0
27067,Rundvatn,7642080.544929709,531956.3625105704,1995,0.38,6.0
27067,Rundvatn,7642080.544929709,531956.3625105704,2019,0.52,1.0
27069,Kalddalsvatnet,7763089.226000702,701631.3473348678,1995,0.2,28.0
27069,Kalddalsvatnet,7763089.226000702,701631.3473348678,2019,0.19,23.0
27070,Låtrevatnet,7861812.1534329215,798700.5267363265,1995,1.6,1.0
27070,Låtrevatnet,7861812.1534329215,798700.5267363265,2019,1.4,1.0
27071,HOH 390,7646820.869481206,898916.731169313,1995,3.6,1.0
27071,HOH 390,7646820.869481206,898916.731169313,2019,3.5,2.0
