dataset,station_code,min,mean,max,std,count
sdep_2015_meqpm2pyr_50m,Sam_Froe,14.784778594970703,14.78477540881805,14.784778594970703,3.1861526537113605e-06,38648
sdep_2015_meqpm2pyr_50m,Sam_Frok,9.794136047363281,13.467610546834923,14.784778594970703,1.9119878681232108,48735
clmins_meqpm2pyr_50m,Sam_Tyss,0.0,0.0,0.0,0.0,94510
clmins_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
clmins_meqpm2pyr_50m,Sam_Stor,0.0,0.0,0.0,0.0,4457
clmins_meqpm2pyr_50m,Sam_Froe,0.0,0.0,0.0,0.0,38648
clmins_meqpm2pyr_50m,Sam_Frok,0.0,0.0,0.0,0.0,48735
claoaa_meqpm2pyr_50m,Sam_Tyss,0.0,45.45818431911967,117.69762420654297,21.918862482272093,94510
claoaa_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
claoaa_meqpm2pyr_50m,Sam_Stor,117.69762420654297,117.6976245232219,117.69762420654297,3.166789355191213e-07,4457
claoaa_meqpm2pyr_50m,Sam_Froe,58.43775939941406,58.43774580832126,58.43775939941406,1.3591092802300862e-05,38648
claoaa_meqpm2pyr_50m,Sam_Frok,31.048973083496094,31.048976608187136,31.048973083496094,3.524691042144923e-06,48735
clmaxnoaa_meqpm2pyr_50m,Sam_Tyss,0.0,56.28009205375093,135.52017211914062,24.234690085830543,94510
clmaxnoaa_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
clmaxnoaa_meqpm2pyr_50m,Sam_Stor,135.52017211914062,135.5201649091317,135.52017211914062,7.2100089312243645e-06,4457
clmaxnoaa_meqpm2pyr_50m,Sam_Froe,70.33865356445312,70.33864624301387,70.33865356445312,7.321439255747462e-06,38648
clmaxnoaa_meqpm2pyr_50m,Sam_Frok,40.9678955078125,40.96789524982046,40.9678955078125,2.5799204195209313e-07,48735
clminn_meqpm2pyr_50m,Sam_Tyss,0.0,3.077923301767009,3.5295352935791016,0.5660124088548252,94510
clminn_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
clminn_meqpm2pyr_50m,Sam_Stor,3.5295352935791016,3.529535264050931,3.5295352935791016,2.9528170575332527e-08,4457
clminn_meqpm2pyr_50m,Sam_Froe,3.377934217453003,3.3779337304000205,3.377934217453003,4.870529823897131e-07,38648
clminn_meqpm2pyr_50m,Sam_Frok,2.9673333168029785,2.967333538524674,2.9673333168029785,2.217216956701407e-07,48735
clmaxsoaa_meqpm2pyr_50m,Sam_Tyss,0.0,45.72444185800445,117.81412506103516,21.867871192355306,94510
clmaxsoaa_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
clmaxsoaa_meqpm2pyr_50m,Sam_Stor,117.81412506103516,117.81412665470047,117.81412506103516,1.5936653170456339e-06,4457
clmaxsoaa_meqpm2pyr_50m,Sam_Froe,58.63777542114258,58.63776909542538,58.63777542114258,6.325717201605129e-06,38648
clmaxsoaa_meqpm2pyr_50m,Sam_Frok,31.396068572998047,31.396062891145995,31.396068572998047,5.6818520519641424e-06,48735
eno3_meqpm2pyr_50m,Sam_Tyss,0.0,34.345778224526505,48.473567962646484,12.949694938627154,94510
eno3_meqpm2pyr_50m,Sam_Tyss_IntCat,0.0,0.0,0.0,0.0,2670
eno3_meqpm2pyr_50m,Sam_Stor,40.87686538696289,40.87686854947274,40.87686538696289,3.1625098486642855e-06,4457
eno3_meqpm2pyr_50m,Sam_Froe,48.473567962646484,48.47356590250466,48.473567962646484,2.0601418242449654e-06,38648
eno3_meqpm2pyr_50m,Sam_Frok,24.42647933959961,24.426479942546425,24.42647933959961,6.029468160306806e-07,48735
